word;gender;definition;link;correct_tally;incorrect_tally
pardon;m;Anglais : forgiveness (en), pardon (en) ;https://fr.wiktionary.org/wiki/pardon;0;0
partie;f;Anglais : part (en), portion (en) part (en) part (en) match (en) game (en) domain (en), specialty (en) part (en) party (en) party (en) (party of the first part, second part, ...) party (en) private parts (en) (Familier) (Au pluriel) ;https://fr.wiktionary.org/wiki/partie;0;0
pédale;f;Anglais : pedal (en) ;https://fr.wiktionary.org/wiki/p%C3%A9dale;0;0
pelle;f;Anglais : shovel (en) French kiss (en) dustpan (en) ;https://fr.wiktionary.org/wiki/pelle;0;0
pompe;f;Anglais : procession (en), cortege (en) (Soutenu), parade (en) (Familier) pomp (en) pump (en) pump (en) pump (en) push-up (en) (États-Unis), press-up (en) (Royaume-Uni) pump (en) (uniquement certains types), creps (en) cheat sheet (en) pump-action rifle (en) ;https://fr.wiktionary.org/wiki/pompe;0;0
préau;m;Anglais : yard (en), courtyard (en), covered playground (en) ;https://fr.wiktionary.org/wiki/pr%C3%A9au;0;0
raquette;f;Anglais : racket (en) (États-Unis) ou racquet (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/raquette;0;0
rayon;m;Anglais : ray (en) spoke (en) radius (en) ray (en) ray (en) ray (en) honeycomb (en) shelf (en) department (en) row (en) ;https://fr.wiktionary.org/wiki/rayon;0;0
sable;m;Anglais : sand (en) ;https://fr.wiktionary.org/wiki/sable;0;0
sifflet;m;Anglais : whistle (en) ;https://fr.wiktionary.org/wiki/sifflet;0;0
signe;m;Anglais : sign (en) signal (en) sign (en) sign (en) sign (en) ;https://fr.wiktionary.org/wiki/signe;0;0
tas;m;Anglais : bunch (en), heap (en), stack (en) bunch (en), crowd (en) heap (en) ;https://fr.wiktionary.org/wiki/tas;0;0
tricycle;m;Anglais : ;https://fr.wiktionary.org/wiki/tricycle;0;0
tuyau;m;Anglais : hose (en), tube (en) tip (en) tip (en) ;https://fr.wiktionary.org/wiki/tuyau;0;0
vélo;m;Anglais : bike (en) ;https://fr.wiktionary.org/wiki/v%C3%A9lo;0;0
allumette;f;Anglais : match (en) ;https://fr.wiktionary.org/wiki/allumette;0;0
anniversaire;m;Anglais : anniversary (en) (1), birthday (en) (2), death anniversary (en) (3) ;https://fr.wiktionary.org/wiki/anniversaire;0;0
appétit;m;Anglais : appetite (en) ;https://fr.wiktionary.org/wiki/app%C3%A9tit;0;0
beurre;m;Anglais : butter (en) ;https://fr.wiktionary.org/wiki/beurre;0;0
coquille;f;Anglais : shell (en) (coquille d’œuf = eggshell (en)) nutshell (en) shell crest (en) typo (en), typographical error (en) athletic protector (en), jockstrap (en) escallops (en) Coquille (en) ;https://fr.wiktionary.org/wiki/coquille;0;0
crêpes;m;Anglais : ;https://fr.wiktionary.org/wiki/cr%C3%AApe;0;0
croûte;f;Anglais : (bread) crust (en), (cheese) rind (en) scab (en) daub (en) ;https://fr.wiktionary.org/wiki/cro%C3%BBte;0;0
dessert;m;Anglais : dessert (en), sweet (en) ;https://fr.wiktionary.org/wiki/dessert;0;0
envie;f;Anglais : envy (en) (1,2), desire (en) (3,5), jealousy (en) hangnail (en) ;https://fr.wiktionary.org/wiki/envie;0;0
faim;f;Anglais : hunger (en) hunger (en) ;https://fr.wiktionary.org/wiki/faim;0;0
fève;f;Anglais : broad bean (en), fava bean (en), faba bean (en), horse bean (en), field bean (en), tic bean (en), trinket (en) (4) ;https://fr.wiktionary.org/wiki/f%C3%A8ve;0;0
four;m;Anglais : oven (en) 
galette;f;Anglais : pie (en), cookie (en), cracker (en), biscuit (en) ;https://fr.wiktionary.org/wiki/galette;0;0
gâteau;m;Anglais : cake (en) pie (en) ;https://fr.wiktionary.org/wiki/g%C3%A2teau;0;0
goût;m;Anglais : taste (en) flavor (en) (États-Unis) ou flavour (en) (Royaume-Uni) taste (en) ;https://fr.wiktionary.org/wiki/go%C3%BBt;0;0
invitation;f;Anglais : invitation (en) ;https://fr.wiktionary.org/wiki/invitation;0;0
langue;f;Anglais : tongue (en) language (en), tongue (en) ;https://fr.wiktionary.org/wiki/langue;0;0
lèvres;f;Anglais : ;https://fr.wiktionary.org/wiki/l%C3%A8vre;0;0
liquide;m;Anglais : liquid (en) liquid (en) liquid (en)  : free and clear, unencumbered (by debt) (en) liquid (en) cash (en), cash on the barrelhead (en) liquid consonant (en) ;https://fr.wiktionary.org/wiki/liquide;0;0
louche;m;Anglais : shifty (en) shifty (en) shifty (en) sleazy (en), suspect (en) something fishy (en), cat in the sack (en) ladle (en), soup-ladle (en) ;https://fr.wiktionary.org/wiki/louche;0;0
mie;f;Anglais : crumbs (en) pluriel ;https://fr.wiktionary.org/wiki/mie;0;0
moitié;f;Anglais : half (en) ;https://fr.wiktionary.org/wiki/moiti%C3%A9;0;0
moule;f;Anglais : mussel (en) bearded clam (en) mould (en) (GB), mold (en) (US) mold (en) ;https://fr.wiktionary.org/wiki/moule;0;0
odeur;f;Anglais : odour (en) (États-Unis : odor (en)), scent (en), smell (en) ;https://fr.wiktionary.org/wiki/odeur;0;0
œuf;m;Anglais : egg (en) (1, 2)  ovum (en) (Physiologie) ;https://fr.wiktionary.org/wiki/%C5%93uf;0;0
part;f;Anglais : share (en), part (en), portion (en) share (en), piece (en) part (en) ;https://fr.wiktionary.org/wiki/part;0;0
pâte;f;Anglais : dough (en) (à pain), pastry (en) (à tarte), batter (en) (à frire) pasta (en) paste (en) ;https://fr.wiktionary.org/wiki/p%C3%A2te;0;0
pâtisserie;f;Anglais : pastry (en) confectioner’s (en), confectioner’s shop (en), pastry shop (en) ;https://fr.wiktionary.org/wiki/p%C3%A2tisserie;0;0
recette;f;Anglais : recipe (en) acceptance test (en) process (en) income (en), return (en), takings (en) receipt (en) ;https://fr.wiktionary.org/wiki/recette;0;0
rouleau;m;Anglais : roller (en), drum (en), scroll (en) ;https://fr.wiktionary.org/wiki/rouleau;0;0
sel;i;Anglais : salt (en) salt (en) ;https://fr.wiktionary.org/wiki/sel;0;0
soif;f;Anglais : thirst (en) ;https://fr.wiktionary.org/wiki/soif;0;0
tarte;f;Anglais : pie (en), tart (en) ;https://fr.wiktionary.org/wiki/tarte;0;0
tranche;f;Anglais : slice (en) tranche (en) edge (en), rim (en) face (en) edge (en) topside (en) wafer (en) edge (en) reactor block (en) ;https://fr.wiktionary.org/wiki/tranche;0;0
yaourt;m;Anglais : yogurt (en), yoghourt (en), (Royaume-Uni) yoghurt (en), (Canada) yogourt (en) ;https://fr.wiktionary.org/wiki/yaourt;0;0
glaçon;m;Anglais : icicle (en) ice cube (en) pellet (en) ;https://fr.wiktionary.org/wiki/gla%C3%A7on;0;0
jus;m;Anglais : juice (en) (2), gravy (en) (3), sap (en) ;https://fr.wiktionary.org/wiki/jus;0;0
kiwi;m;Anglais : kiwi (en) kiwifruit (en), kiwi (en), Chinese gooseberry (en) ;https://fr.wiktionary.org/wiki/kiwi;0;0
lame;f;Anglais : sheet (en), foil (en) slat (en) blade (en), lamina (en), leaf (en) lamina (en) blade (en) blade (en) breaker (en) Lame (en) ;https://fr.wiktionary.org/wiki/lame;0;0
mûre;f;Anglais : mulberry (en), boysenberry (en) (mûre de Boysen) blackberry (en) ;https://fr.wiktionary.org/wiki/m%C3%BBre;0;0
noyau;m;Anglais : pit (en) (1 : (Cuisine)) (États-Unis), stone (en) (1 : (Cuisine)) (Royaume-Uni), nucleus (en) (2.5 : (Biologie)
paille;f;Anglais : straw (en) hay (en) straw (en), drinking straw (en) flaw (en) ;https://fr.wiktionary.org/wiki/paille;0;0
pamplemousse;m;Anglais : pomelo (en), pummelo (en), shaddock (en) (Rare) grapefruit (en) ;https://fr.wiktionary.org/wiki/pamplemousse;0;0
râpe;f;Anglais : grater (en), cheese grater (en) rasp (en) ;https://fr.wiktionary.org/wiki/r%C3%A2pe;0;0
bassine;f;Anglais : tub (en), vat (en), dishpan (en) basin (en) ;https://fr.wiktionary.org/wiki/bassine;0;0
cocotte;f;Anglais : maul (en) pot (en), casserole (en), casserole dish (en), dutch oven (en) crock-pot (en), slow cooker (en) ;https://fr.wiktionary.org/wiki/cocotte;0;0
épluchure;f;Anglais : peeling (en), paring (en) ;https://fr.wiktionary.org/wiki/%C3%A9pluchure;0;0
légume;m;Anglais : vegetable (en) vegetable (en), couch potato (en) big fish (en) ;https://fr.wiktionary.org/wiki/l%C3%A9gume;0;0
pomme de terre;f;Anglais : potato (en), spud (en) ;https://fr.wiktionary.org/wiki/pomme_de_terre;0;0
rondelle;f;Anglais : washer (en), blotter (en) washer (en) ;https://fr.wiktionary.org/wiki/rondelle;0;0
soupe;f;Anglais : soup (en) ;https://fr.wiktionary.org/wiki/soupe;0;0
consommé;m;Anglais : consomme (en) consummate (en) ;https://fr.wiktionary.org/wiki/consomm%C3%A9;0;0
potage;m;Anglais : soup (en) ;https://fr.wiktionary.org/wiki/potage;0;0
arête;f;Anglais : fishbone (en) edge (en) ridge (en), crest (en) : edge (en) ;https://fr.wiktionary.org/wiki/ar%C3%AAte;0;0
frite;f;Anglais : French fries (en) (États-Unis), chips (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/frite;0;0
gobelet;m;Anglais : beaker (en) ;https://fr.wiktionary.org/wiki/gobelet;0;0
jambon;m;Anglais : ham (en) ;https://fr.wiktionary.org/wiki/jambon;0;0
os;i;Anglais : bone (en) (1,2) ;https://fr.wiktionary.org/wiki/os;0;0
poulet;m;Anglais : chicken (en) chicken (en) baby (en) ass (en) billet-doux (en) pig (en) ;https://fr.wiktionary.org/wiki/poulet;0;0
purée;f;Anglais :  : purée de pommes de terre mashed potatoes (en), gruel (en), mess (en), mush (en), porridge (en), puree (en) fudge (en) ;https://fr.wiktionary.org/wiki/pur%C3%A9e;0;0
radis;m;Anglais : radish (en) ;https://fr.wiktionary.org/wiki/radis;0;0
restaurant;m;Anglais : restaurant (en), eating-house (en) ;https://fr.wiktionary.org/wiki/restaurant;0;0
sole;f;Anglais : sole (en) ;https://fr.wiktionary.org/wiki/sole;0;0
animal;m;Anglais : animal (en), beast (en) animal (en) ;https://fr.wiktionary.org/wiki/animal;0;0
bébés;m;Anglais : ;https://fr.wiktionary.org/wiki/b%C3%A9b%C3%A9;0;0
bouche;f;Anglais : mouth (en) mouth (en) mouth (en) mouth (en), rivermouth (en) mouth (en), entrance (en) ;https://fr.wiktionary.org/wiki/bouche;0;0
cage;f;Anglais : cage (en) ;https://fr.wiktionary.org/wiki/cage;0;0
câlin;m;Anglais : hugger (en), cuddler (en) cuddle (en), hug (en) cuddly (en) ;https://fr.wiktionary.org/wiki/c%C3%A2lin;0;0
caresse;f;Anglais : caress (en)  cuddle (en), hug (en), chuck (en) (Argot), stroke (en) ;https://fr.wiktionary.org/wiki/caresse;0;0
cochon d’Inde;m;Anglais : guinea pig (en) ;https://fr.wiktionary.org/wiki/cochon_d%E2%80%99Inde;0;0
foin;m;Anglais : hay (en) ;https://fr.wiktionary.org/wiki/foin;0;0
graines;f;Anglais : ;https://fr.wiktionary.org/wiki/graine;0;0
hamster;m;Anglais : hamster (en) ;https://fr.wiktionary.org/wiki/hamster;0;0
lapin;m;Anglais : bunny (en), cony (en), rabbit (en) horndog (en) ;https://fr.wiktionary.org/wiki/lapin;0;0
maison;f;Anglais : house (en) home (en) house (en) household (en) house (en) outfit (en) family (en), household (en), building (en) homemade (en) ;https://fr.wiktionary.org/wiki/maison;0;0
nez;m;Anglais : nose (en) nose (en) ;https://fr.wiktionary.org/wiki/nez;0;0
œil;m;Anglais : eye (en) (1), glyph (en) (2) ;https://fr.wiktionary.org/wiki/%C5%93il;0;0
oreille;f;Anglais : ear (en) ear (en), lug (en) ;https://fr.wiktionary.org/wiki/oreille;0;0
patte;f;Anglais : foot (en), paw (en) ;https://fr.wiktionary.org/wiki/patte;0;0
toit;m;Anglais : roof (en) roof (en) ;https://fr.wiktionary.org/wiki/toit;0;0
yeux;m;Anglais : ;https://fr.wiktionary.org/wiki/yeux;0;0
abeille;f;Anglais : bee (en), honeybee (en) bee (en) ;https://fr.wiktionary.org/wiki/abeille;0;0
agneau;m;Anglais : lamb (en) lamb (en) lamb (en) ;https://fr.wiktionary.org/wiki/agneau;0;0
aile;f;Anglais : wing (en) wing (en) wing (en) fender (en) (États-Unis), wing (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/aile;0;0
âne;m;Anglais : donkey (en), ass (en), burro (en) ass (en), fool (en) ;https://fr.wiktionary.org/wiki/%C3%A2ne;0;0
arbre;m;Anglais : tree (en) shaft (en) shaft (en), arbor (en) tree (en) tree (en) ;https://fr.wiktionary.org/wiki/arbre;0;0
bain;m;Anglais : bath (en) ;https://fr.wiktionary.org/wiki/bain;0;0
barque;f;Anglais : boat (en) ;https://fr.wiktionary.org/wiki/barque;0;0
bassin;m;Anglais : pelvis (en) basin (en) basin (en) (2), bowl (en) ;https://fr.wiktionary.org/wiki/bassin;0;0
bébé;m;Anglais : baby (en), babe (en) baby (en) baby (en) baby (en) ;https://fr.wiktionary.org/wiki/b%C3%A9b%C3%A9;0;0
bec;m;Anglais : beak (en) mouthpiece (en) peninsula (en), point (en) ;https://fr.wiktionary.org/wiki/bec;0;0
bête;m;Anglais : dumb (en), stupid (en), silly (en), foolish (en) beast (en), animal (en) ;https://fr.wiktionary.org/wiki/b%C3%AAte;0;0
bœuf;m;Anglais : ox (en), steer (en), bovine (en), bullock (en) beef (en) jam session (en) ;https://fr.wiktionary.org/wiki/b%C5%93uf;0;0
botte de foin;f;Anglais : ;https://fr.wiktionary.org/wiki/botte_de_foin;0;0
boue;f;Anglais : mud (en) ;https://fr.wiktionary.org/wiki/boue;0;0
bouquet;m;Anglais : bouquet (en), cluster (en) ;https://fr.wiktionary.org/wiki/bouquet;0;0
bourgeon;m;Anglais : bud (en) bud (en) acne (en) ;https://fr.wiktionary.org/wiki/bourgeon;0;0
branche;f;Anglais : branch (en), bough (en), treelimb (en) section (en), chapter (en) ;https://fr.wiktionary.org/wiki/branche;0;0
caillou;m;Anglais : stone (en), gravel (en) ;https://fr.wiktionary.org/wiki/caillou;0;0
campagne;f;Anglais : country (en), countryside (en) campaign (en) campaign (en) batch processing (en) ;https://fr.wiktionary.org/wiki/campagne;0;0
car;i;Anglais : as (en), because (en), for (en), since (en) long-distance bus (en), coach (en) car (en) ;https://fr.wiktionary.org/wiki/car;0;0
champ;m;Anglais : field (en), farmland (en) field (en), area (en) input field (en), box (en) ;https://fr.wiktionary.org/wiki/champ;0;0
chariot;m;Anglais : wagon (en) (États-Unis) ou waggon (en) (Royaume-Uni), carriage (en) wheelchair (en) caddie cart (en), shopping cart (en) (États-Unis), shopping trolley (en) baby walker (en) carriage (en) trolley (en) ;https://fr.wiktionary.org/wiki/chariot;0;0
chat;m;Anglais : cat (en) tomcat (en) cat (en) ;https://fr.wiktionary.org/wiki/chat;0;0
cheminée;f;Anglais : chimney (en), fireplace (en) fireplace (en), hearth (en) chimney (en) chimney (en), funnel (en), smokestack (en) ;https://fr.wiktionary.org/wiki/chemin%C3%A9e;0;0
cheval;m;Anglais : horse (en), steed (en), mount (en), nag (en) (Argot) horsemeat (en) ;https://fr.wiktionary.org/wiki/cheval;0;0
chèvre;f;Anglais : goat (en) she-goat (en), nanny goat (en) sawhorse (en), trestle (en), sawbuck (en) (États-Unis) goat cheese (en) ;https://fr.wiktionary.org/wiki/ch%C3%A8vre;0;0
chien;m;Anglais : dog (en), hound (en), doggy (en) (enfantin), bitch (en) féminin cock (en) ;https://fr.wiktionary.org/wiki/chien;0;0
cochon;m;Anglais : pork (en), swine (en), pig (en), captain cooker (en), porker (en), piggy (en) pig (en), hog (en) pork (en) ;https://fr.wiktionary.org/wiki/cochon;0;0
colline;f;Anglais : hill (en), hillock (en) ;https://fr.wiktionary.org/wiki/colline;0;0
coq;m;Anglais : peacock-pheasant (en) rooster (en), cock (en) ;https://fr.wiktionary.org/wiki/coq;0;0
coquelicot;m;Anglais : poppy (en) ;https://fr.wiktionary.org/wiki/coquelicot;0;0
crapaud;m;Anglais : toad (en) sinker (en) toad (en) ;https://fr.wiktionary.org/wiki/crapaud;0;0
cygne;m;Anglais : swan (en) ;https://fr.wiktionary.org/wiki/cygne;0;0
départ;m;Anglais : start (en), departure (en) departure (en) departure (en) start (en) departure (en), leaving (en) sailing (en) ;https://fr.wiktionary.org/wiki/d%C3%A9part;0;0
dindon;m;Anglais : turkey (en) turkey-cock (en) ;https://fr.wiktionary.org/wiki/dindon;0;0
escargot;m;Anglais : snail (en) escargot (en) ;https://fr.wiktionary.org/wiki/escargot;0;0
étang;m;Anglais : pond (en) ;https://fr.wiktionary.org/wiki/%C3%A9tang;0;0
ferme;m;Anglais : firm (en), hard (en), solid (en), unflinching (en), stiff (en), pert (en) firm (en), resolute (en), determined (en), steadfast (en) farm (en) roof (en), truss (en) ;https://fr.wiktionary.org/wiki/ferme;0;0
fermier;m;Anglais : farmer (en) tenant farmer (en) ;https://fr.wiktionary.org/wiki/fermier;0;0
flamme;f;Anglais : flame (en) ;https://fr.wiktionary.org/wiki/flamme;0;0
fleur;f;Anglais : flower (en) 
fontaine;f;Anglais : source (en), spring (en), fount (en), well (en) fountain (en) fount (en), well (en), fountain-head (en), well-spring (en), fountain of youth (fontaine de jouvence) ;https://fr.wiktionary.org/wiki/fontaine;0;0
fumée;f;Anglais : smoke (en) ;https://fr.wiktionary.org/wiki/fum%C3%A9e;0;0
grain;m;Anglais : grain (en) granule (en), grain (en) speck (en) ;https://fr.wiktionary.org/wiki/grain;0;0
graine;f;Anglais : seed (en), semen (en), sperm (en), grain (en), granule (en), pip (en), speck (en) ;https://fr.wiktionary.org/wiki/graine;0;0
grenouille;f;Anglais : frog (en) ;https://fr.wiktionary.org/wiki/grenouille;0;0
griffe;f;Anglais : claw (en) ;https://fr.wiktionary.org/wiki/griffe;0;0
guêpe;f;Anglais : wasp (en) ;https://fr.wiktionary.org/wiki/gu%C3%AApe;0;0
herbe;f;Anglais : grass (en), herb (en) grass (en) ;https://fr.wiktionary.org/wiki/herbe;0;0
hérisson;m;Anglais : hedgehog (en) ;https://fr.wiktionary.org/wiki/h%C3%A9risson;0;0
insecte;m;Anglais : insect (en), bug (en) (Familier) ;https://fr.wiktionary.org/wiki/insecte;0;0
jardin;m;Anglais : garden (en) (Royaume-Uni), yard (en) (États-Unis) garden (en) ;https://fr.wiktionary.org/wiki/jardin;0;0
mare;f;Anglais : pond (en)  pool (en) sea (en) (Figuré) ;https://fr.wiktionary.org/wiki/mare;0;0
marguerite;f;Anglais : marguerite (en), oxeye daisy (en) ;https://fr.wiktionary.org/wiki/marguerite;0;0
miel;m;Anglais : honey (en) honey (en) ;https://fr.wiktionary.org/wiki/miel;0;0
morceau de pain;m;Anglais : ;https://fr.wiktionary.org/wiki/morceau_de_pain;0;0
mouche;f;Anglais : fly (en) soul patch (en), sole patch (en), mouche (en), goatee (en), petit goatee (en) ;https://fr.wiktionary.org/wiki/mouche;0;0
mouton;m;Anglais : sheep (en) mutton (en) pile driver (en) dust bunny (en), dust kitten (en), dust kitty (en), beggar's velvet (en), slut's wool (en) ;https://fr.wiktionary.org/wiki/mouton;0;0
oie;f;Anglais : goose (en) ;https://fr.wiktionary.org/wiki/oie;0;0
oiseau;m;Anglais : bird (en) funny old bird (en), funny customer (en) trug (en), hod (en) ;https://fr.wiktionary.org/wiki/oiseau;0;0
pierre;f;Anglais : stone (en) ;https://fr.wiktionary.org/wiki/pierre;0;0
pigeon;m;Anglais : pigeon (en)  dove (en), wood pigeon (en), ring dove (en) pigeon (en) patsy (en), sucker (en), pigeon (en) (États-Unis) (Vieilli) ;https://fr.wiktionary.org/wiki/pigeon;0;0
plante;f;Anglais : plant (en) sole (en) ;https://fr.wiktionary.org/wiki/plante;0;0
plume;f;Anglais : feather (en), plume (en) quill (en), nib (en), pen (en) nib (en) ;https://fr.wiktionary.org/wiki/plume;0;0
poney;m;Anglais : pony (en)  nag (en) ;https://fr.wiktionary.org/wiki/poney;0;0
poule;f;Anglais : hen (en) hen (en) ;https://fr.wiktionary.org/wiki/poule;0;0
poussin;m;Anglais : chick (en), chicken (en) ;https://fr.wiktionary.org/wiki/poussin;0;0
prairie;f;Anglais : prairie (en), meadow (en), pasture (en), grassland (en) ;https://fr.wiktionary.org/wiki/prairie;0;0
rat;m;Anglais : rat (en) ;https://fr.wiktionary.org/wiki/rat;0;0
rivière;f;Anglais : river (en) river (en) ;https://fr.wiktionary.org/wiki/rivi%C3%A8re;0;0
route;f;Anglais : road (en), highway (en), roadway (en), carriageway (en) road (en), highway (en) path (en), track (en), pathway (en), lane (en) way (en), course (en), route (en) journey (en), way (en) ;https://fr.wiktionary.org/wiki/route;0;0
tortue;f;Anglais : tortoise (en), turtle (en) tortoise (en) ;https://fr.wiktionary.org/wiki/tortue;0;0
tracteur;m;Anglais : tractor (en) ;https://fr.wiktionary.org/wiki/tracteur;0;0
tulipe;f;Anglais : tulip (en) ;https://fr.wiktionary.org/wiki/tulipe;0;0
vache;f;Anglais : cow (en) mean (en), rotten (en) (1)  cowhide (en), sod (en), swine (en) (2) ;https://fr.wiktionary.org/wiki/vache;0;0
vétérinaire;m;Anglais : veterinary (en) veterinarian (en) ;https://fr.wiktionary.org/wiki/v%C3%A9t%C3%A9rinaire;0;0
aigle;f;Anglais : eagle (en) eagless (en) eagle (en) ;https://fr.wiktionary.org/wiki/aigle;0;0
animaux;m;Anglais : ;https://fr.wiktionary.org/wiki/animal;0;0
aquarium;m;Anglais : aquarium (en), tank (en) hot box (en) ;https://fr.wiktionary.org/wiki/aquarium;0;0
bêtes;f;Anglais : ;https://fr.wiktionary.org/wiki/b%C3%AAte;0;0
cerf;m;Anglais : deer (en)  (mâle) stag (en), hart (en), buck (en) ;https://fr.wiktionary.org/wiki/cerf;0;0
chouette;f;Anglais : owl (en) (chouette ou hibou) cute (en), sweet (en) (Familier) (Populaire), nice (en) nice (en) 
cigogne;f;Anglais : stork (en) ;https://fr.wiktionary.org/wiki/cigogne;0;0
crocodile;m;Anglais : crocodile (en) crocodile (en) crocodile (en) ;https://fr.wiktionary.org/wiki/crocodile;0;0
dauphin;m;Anglais : dolphin (en) crown prince (en), dauphin (en) ;https://fr.wiktionary.org/wiki/dauphin;0;0
éléphant;m;Anglais : elephant (en) (♂♀), bull elephant (en) (♂) , cow elephant (en) (♀) ;https://fr.wiktionary.org/wiki/%C3%A9l%C3%A9phant;0;0
girafe;f;Anglais : giraffe (en) ;https://fr.wiktionary.org/wiki/girafe;0;0
hibou;m;Anglais : horned owl (en), owl (en) ;https://fr.wiktionary.org/wiki/hibou;0;0
hippopotame;m;Anglais : hippo (en), hippopotamus (en), zeekoe (en), river-horse (en) ;https://fr.wiktionary.org/wiki/hippopotame;0;0
kangourou;m;Anglais : kangaroo (en) ;https://fr.wiktionary.org/wiki/kangourou;0;0
lion;m;Anglais : lion (en) ;https://fr.wiktionary.org/wiki/lion;0;0
loup;m;Anglais : wolf (en) bass (en) domino mask (en) tag (en) it (en) ;https://fr.wiktionary.org/wiki/loup;0;0
ours;m;Anglais : bear (en) imprint (en), masthead (en) masthead (en), nameplate (en) ;https://fr.wiktionary.org/wiki/ours;0;0
panda;m;Anglais : panda (en) ;https://fr.wiktionary.org/wiki/panda;0;0
panthère;f;Anglais : panther (en), pantheress (en) ;https://fr.wiktionary.org/wiki/panth%C3%A8re;0;0
perroquet;m;Anglais : parrot (en), popinjay (en) topgallant sail (en) ;https://fr.wiktionary.org/wiki/perroquet;0;0
phoque;m;Anglais : seal (en) ;https://fr.wiktionary.org/wiki/phoque;0;0
renard;m;Anglais : fox (en) ;https://fr.wiktionary.org/wiki/renard;0;0
requin;m;Anglais : shark (en) ;https://fr.wiktionary.org/wiki/requin;0;0
rhinocéros;m;Anglais : rhinoceros (en) ;https://fr.wiktionary.org/wiki/rhinoc%C3%A9ros;0;0
singe;m;Anglais : monkey (en)
tigre;m;Anglais : tiger (en) ;https://fr.wiktionary.org/wiki/tigre;0;0
zèbre;m;Anglais : zebra (en) neutre ;https://fr.wiktionary.org/wiki/z%C3%A8bre;0;0
zoo;m;Anglais : zoo (en), zoological garden (en) ;https://fr.wiktionary.org/wiki/zoo;0;0
épingle;f;Anglais : needle (en), pin (en) ;https://fr.wiktionary.org/wiki/%C3%A9pingle;0;0
bâton;m;Anglais : stick (en), rod (en), staff (en), stave (en), spar (en), baton (en), cane (en) ;https://fr.wiktionary.org/wiki/b%C3%A2ton;0;0
bêtise;f;Anglais : foolishness (en), something silly, nonsense (en) stupid mistake (en), gaffe (en) (Soutenu) ;https://fr.wiktionary.org/wiki/b%C3%AAtise;0;0
bonhomme;m;Anglais : dude (en) ;https://fr.wiktionary.org/wiki/bonhomme;0;0
bottes;f;Anglais : ;https://fr.wiktionary.org/wiki/botte;0;0
canne;f;Anglais : stick (en) cane (en) 
cauchemar;m;Anglais : nightmare (en) ;https://fr.wiktionary.org/wiki/cauchemar;0;0
cri;i;Anglais : cry (en), scream (en), shout (en), call (en) Cree (en) Cree (en) ;https://fr.wiktionary.org/wiki/cri;0;0
danse;f;Anglais : dance (en) ;https://fr.wiktionary.org/wiki/danse;0;0
déguisement;m;Anglais : disguise (en) disguise (en) disguise (en) ;https://fr.wiktionary.org/wiki/d%C3%A9guisement;0;0
dinosaure;m;Anglais : dinosaur (en) dinosaur (en) ;https://fr.wiktionary.org/wiki/dinosaure;0;0
drapeau;m;Anglais : standard (en), banner (en), flag (en), colours (en), ensign (en) ;https://fr.wiktionary.org/wiki/drapeau;0;0
en argent;G;Traductions pas trouvés;https://fr.wiktionary.org/w/index.php?title=en_argent&action=edit&redlink=1;0;0
en or;G;Traductions pas trouvés;https://fr.wiktionary.org/w/index.php?title=en_or&action=edit&redlink=1;0;0
en rang;G;Traductions pas trouvés;https://fr.wiktionary.org/w/index.php?title=en_rang&action=edit&redlink=1;0;0
fête;f;Anglais : feast day (en) (1, 2 : (Religion)), feast (en) (2 : (Religion)), name day (en) (3 : Le jour de la fête du saint dont cette personne porte le nom.), festival (en) (4), feast (en) (4)  party (en) (5), birthday (en) (6. Canadianisme seulement) ;https://fr.wiktionary.org/wiki/f%C3%AAte;0;0
figure;f;Anglais : ;https://fr.wiktionary.org/wiki/figure;0;0
géant;m;Anglais : giant (en), gigantic (en) giant (en) giant (en) ;https://fr.wiktionary.org/wiki/g%C3%A9ant;0;0
gens;a;Anglais : people (en), folk (en) pluriel domestic (en), servant (en) ;https://fr.wiktionary.org/wiki/gens;0;0
grand-mère;f;Anglais : grandmother (en), grandma (en) ;https://fr.wiktionary.org/wiki/grand-m%C3%A8re;0;0
grand-père;m;Anglais : grandfather (en), grandpa (en) ;https://fr.wiktionary.org/wiki/grand-p%C3%A8re;0;0
joie;f;Anglais : happiness (en), gladness (en), joy (en), delight (en), joyfulness (en) ;https://fr.wiktionary.org/wiki/joie;0;0
joue;f;Anglais : cheek (en) ;https://fr.wiktionary.org/wiki/joue;0;0
journaux;m;Anglais : ;https://fr.wiktionary.org/wiki/journal;0;0
maquillage;m;Anglais : makeup (en), make-up (en) (Plus rare) ;https://fr.wiktionary.org/wiki/maquillage;0;0
masque;m;Anglais : mask (en) mask (en) ;https://fr.wiktionary.org/wiki/masque;0;0
monsieur;m;Anglais : sir (en), mister (en) gentleman (en) gentleman (en) master (en) ;https://fr.wiktionary.org/wiki/monsieur;0;0
moustache;f;Anglais : moustache (en) whiskers (en) whisker (en) ;https://fr.wiktionary.org/wiki/moustache;0;0
ogre;m;Anglais : ogre (en) ;https://fr.wiktionary.org/wiki/ogre;0;0
princesse;f;Anglais : princess (en) ;https://fr.wiktionary.org/wiki/princesse;0;0
rue;f;Anglais : street (en) ;https://fr.wiktionary.org/wiki/rue;0;0
